trade_date,strategy,regime,base_cycle_index,is_base_entry_day,is_base_expiry_day,liquidation_applied,regime_evaluation_day,hedge_eligible_day,hedge_executed_day,no_hedge_reason,spot,base_contract_id,base_expiry,base_dte,base_option_price_per_share,base_delta_per_share,base_gamma_per_share,base_vega_per_share,base_theta_per_share,base_contracts_held,base_trade_contracts,selected_hedge_id,targeted_greek,pre_delta,pre_gamma,pre_vega,pre_theta,pre_greek_abs_sum,hedge_contracts_theory,hedge_contracts_actual,stock_position_theory,stock_position_actual,stock_trade_shares,post_delta,post_gamma,post_vega,post_theta,gross_live_option_exposure,gross_option_turnover_contracts,gross_hedge_option_turnover_contracts,base_trade_cashflow,option_liquidation_cashflow,stock_liquidation_cashflow,option_trade_cashflow,total_trade_cashflow,cumulative_cash_outflow_before_interest,interest_cost,cumulative_cash_outflow_after_interest
2026-02-13,delta_gamma,medium,2,False,False,False,True,True,True,executed,255.77999877929688,2026-02-26|260.0|call,2026-02-26,13,2.3231482202887435,0.35400251348430223,0.03750858290425435,17.951104965283278,-54.47634389410654,-1000.0,0.0,2026-03-21|255.0|call,gamma,284.3779292377876,97.21044385598861,3501264.135554536,-510162.20831661206,3501645.7239276296,1573.9706144056397,1574.0,-51180.40666526635,-51200.0,-15200.0,-19.593334733654046,0.07002748286186034,3206342.45043954,-434727.56204742007,2654.0,3228.0,3228.0,0.0,0.0,0.0,302765.497242413,-3585090.4842028995,-12078235.40779588,-1722.1071046404284,-12079957.51490052
2026-02-17,delta_gamma,medium,2,False,False,False,True,True,True,executed,263.8800048828125,2026-02-26|260.0|call,2026-02-26,9,5.73868773339467,0.6940595994615536,0.041960312059952445,14.530499339656917,-64.88508541668689,-1000.0,0.0,2026-03-19|260.0|call,gamma,-4424.602695249661,-1002.3281410459003,2546493.0804894,929987.7802909268,2551920.0113256956,1710.9918859561865,1711.0,-37980.33500413096,-38000.0,13200.0,-19.664995869039558,0.019898855936844484,3441241.857176385,-402811.411601468,2574.0,3285.0,3285.0,0.0,0.0,0.0,-440965.2461898222,3042250.8182633026,-9037706.696637217,-1288.5904593223636,-9038995.28709654
2026-02-18,delta_gamma,medium,2,False,False,False,True,True,True,executed,264.3500061035156,2026-02-26|260.0|call,2026-02-26,8,5.805620614411708,0.729905524830898,0.04332487125498479,12.939115520519751,-63.33386698126838,-1000.0,0.0,2026-03-22|265.0|call,gamma,-741.6224495416682,4.720264563343335,3452462.6380597875,-405024.7005779259,3453208.9807738923,1671.9242359718085,1672.0,-12815.181898490511,-12800.0,25200.0,15.18189849051123,0.1963286790478378,3921854.886590273,-178202.8032917846,2711.0,3383.0,3383.0,0.0,0.0,0.0,-446047.4353131894,6215572.718495404,-2823422.568601135,-403.6821946287735,-2823826.250795764
2026-02-19,delta_gamma,medium,2,False,False,False,True,True,True,executed,260.5799865722656,2026-02-26|260.0|call,2026-02-26,7,3.2573601853354717,0.5460080306785928,0.05489226139224098,14.298962394866509,-78.85836955131111,-1000.0,0.0,2026-03-11|260.0|call,gamma,2279.1030054227012,-1266.5807224350747,3523259.51849718,1420006.9303852804,3526805.202225038,1701.9970564247521,1702.0,-37708.78874097131,-37700.0,-24900.0,8.788740971300285,0.009493524170466117,2687148.008553286,-398550.5455435617,2672.0,3374.0,3374.0,0.0,0.0,0.0,167231.27414280712,-6321210.391506607,-9145036.642302372,-1304.6193250285169,-9146341.2616274
2026-02-20,delta_gamma,medium,2,False,False,False,True,True,True,executed,264.5799865722656,2026-02-26|260.0|call,2026-02-26,6,5.562082374371471,0.7738889257820111,0.04678219716223624,10.199684608695192,-64.91757055460724,-1000.0,0.0,2026-03-25|260.0|call,gamma,115.07174773109728,619.5235402051239,2667278.1754225614,-1170526.9944047267,2668012.7707104976,1927.0257151531712,1927.0,-47401.81689829401,-47400.0,-9700.0,1.8168982940114802,-0.06242840229151625,4668179.148625286,-510807.9375549806,2702.0,3629.0,3629.0,0.0,0.0,0.0,470728.9002027442,-2095696.9695482324,-11242038.231175633,-1603.7749112187976,-11243642.006086852
2026-02-23,delta_gamma,medium,2,False,False,False,True,True,True,executed,266.17999267578125,2026-02-26|260.0|call,2026-02-26,3,6.492970439799791,0.8973942024460918,0.03556972706566339,4.313908036751653,-61.79750021741411,-1000.0,0.0,2026-03-27|270.0|call,gamma,-6727.1712690794375,725.6615887531466,4845354.587614573,-1612417.8081876533,4852807.420472405,1502.0212269002157,1502.0,23821.00996476163,23800.0,71200.0,-21.009964761629817,-0.05026793454044309,4233994.064729845,47871.235191239044,2927.0,3429.0,3429.0,0.0,0.0,0.0,-1206818.962429632,17745196.516085993,6501554.509999141,925.6975383452217,6502480.207537486
2026-02-24,delta_gamma,medium,2,False,False,False,True,True,True,executed,272.1400146484375,2026-02-26|260.0|call,2026-02-26,2,12.184445768205933,0.9992454144951793,0.0006400945902915795,0.05060178220455954,-8.859658868908177,-1000.0,0.0,2026-03-22|275.0|call,gamma,11585.518762032778,3702.24679502924,4639047.091421789,-5169378.654781148,4654334.85697885,23.02573998073011,23.0,98895.52113866614,98900.0,75100.0,4.4788613338607774,-0.0715548009894178,60985.142307355185,786929.4728825444,2502.0,1525.0,1525.0,0.0,0.0,0.0,-1144955.7977736883,19292759.302323967,25795239.509861454,3672.7508288332883,25798912.260690287
2026-02-25,delta_gamma,medium,2,False,False,False,True,True,True,executed,274.2300109863281,2026-02-26|260.0|call,2026-02-26,1,14.251811539402809,0.9999862957784319,1.3017180580074704e-08,4.794049449881212e-07,-7.956767483716279,-1000.0,0.0,2026-03-27|275.0|call,gamma,58.99251988679566,71.3591036817315,65828.024755539,700227.2615350393,65958.37637910752,0.00046062948916595535,0.0,99998.6295778432,100000.0,1100.0,1.3704221568041248,-0.0013017180580074705,-0.04794049449881212,795676.7483716279,1023.0,23.0,23.0,0.0,0.0,0.0,-11576.77226397888,290076.23982098204,26088988.50051127,3714.575090572188,26092703.075601842
2026-02-26,delta_gamma,medium,3,True,True,True,True,True,True,executed,272.95001220703125,2026-03-27|275.0|call,2026-03-27,29,5.07873293180873,0.47219448244728035,0.027703863990762856,30.607713048556963,-39.749085388423154,-1000.0,-1000.0,2026-03-30|270.0|call,gamma,-47219.44824472803,-2770.3863990762857,-3060771.3048556964,3974908.5388423153,3110761.139499501,1090.041868771982,1090.0,-18967.91115590722,-19000.0,-19000.0,-32.08884409278107,-0.10641121205344461,323770.6062446176,-162144.49651499605,1000.0,1090.0,1090.0,-507873.29318087304,1295001.220703125,-27295001.220703125,872523.9000161233,-30821399.625098344,-4728696.549496502,-673.2763293329726,-4729369.825825835
2026-02-27,delta_gamma,medium,3,False,False,False,True,True,True,executed,264.17999267578125,2026-03-27|275.0|call,2026-03-27,28,2.2148195945717504,0.2573081673805767,0.021950368848111183,23.60189135536003,-32.90828783725321,-1000.0,0.0,2026-04-06|265.0|call,gamma,-3097.5440239211166,504.0141958326449,839100.5765803349,-798629.7105885744,842702.1348000887,936.0131390221136,936.0,-22306.044927362484,-22300.0,-3300.0,6.044927362483577,-0.030812215093192208,819297.9132179171,-121204.65940856608,2090.0,2026.0,2026.0,0.0,0.0,0.0,202200.0527099835,-669593.9231200947,-5398963.748945929,-766.567169224046,-5399730.316115153
2026-03-02,delta_gamma,medium,3,False,False,False,True,True,True,executed,264.7200012207031,2026-03-27|275.0|call,2026-03-27,25,2.4289437009838792,0.27184313836044705,0.022123824784032266,22.981192221462134,-38.44316378374334,-1000.0,0.0,2026-04-03|265.0|call,gamma,-397.4789191195523,-97.37870751294258,755533.8450817089,46054.72792602237,756028.7027083413,934.9094387190718,935.0,-21697.883387882473,-21700.0,600.0,-2.116612117526529,0.21430545339444507,619455.2554538171,-103576.23476739693,1936.0,1871.0,1871.0,0.0,0.0,0.0,-33224.41462620464,125607.58610621723,-5274122.730008936,-751.3531804781943,-5274874.083189414
2026-03-03,delta_gamma,medium,3,False,False,False,True,True,True,executed,263.75,2026-03-27|275.0|call,2026-03-27,24,2.5467691253761444,0.2674283043587224,0.02043323203175363,22.251298488644593,-42.37449241136512,-1000.0,0.0,2026-03-27|265.0|call,gamma,-1567.390951862566,10.992987147700887,640768.8552760049,-105608.38320094533,642347.2392150152,815.9975717585237,816.0,-13574.69757566107,-13600.0,8100.0,-25.302424338929995,0.006080510926949501,-24413.934145684354,-14414.911754233763,1935.0,1751.0,1751.0,0.0,0.0,0.0,-161334.0805763931,1975040.919423607,-3299833.1637658067,-470.75001262488337,-3300303.9137784317
2026-03-04,delta_gamma,medium,3,False,False,False,True,True,True,executed,262.5199890136719,2026-03-27|275.0|call,2026-03-27,23,1.644656506284818,0.21119277155247373,0.020517477722125848,19.052960188400323,-33.98462237565034,-1000.0,0.0,2026-04-01|265.0|call,gamma,2371.5167619639396,268.19492507814766,225440.4775635295,-464924.95510311006,228080.1892505716,796.0590692972157,796.0,-15800.158663205711,-15800.0,-2200.0,0.15866320571512915,-0.15224410303562763,393378.4587130749,-61636.6854233644,1816.0,1612.0,1612.0,0.0,0.0,0.0,41071.72573232901,-536472.250097749,-3836776.1638761805,-547.3496197978538,-3837323.5134959784
2026-03-05,delta_gamma,medium,3,False,False,False,True,True,True,executed,260.2900085449219,2026-03-27|275.0|call,2026-03-27,22,1.5875715097913172,0.19221358876923347,0.017771790736765852,17.462665251443074,-36.34462149882923,-1000.0,0.0,2026-04-13|260.0|call,gamma,-1816.9988656269052,62.399303801608085,452537.91652602283,-162954.26391288778,454417.31469545135,907.9972347891439,908.0,-29610.799973157198,-29600.0,-13800.0,10.79997315719811,0.005412213473164229,1320086.034275704,-149828.93981563253,1796.0,1704.0,1704.0,0.0,0.0,0.0,393184.84776787047,-3198817.2701520515,-7036140.78364803,-1001.8124423714569,-7037142.5960904015
2026-03-06,delta_gamma,high,3,False,False,False,True,True,True,executed,257.4599914550781,2026-03-27|275.0|call,2026-03-27,21,1.9438407600237326,0.19577822873440817,0.014935910544642078,17.065753540537898,-45.91219031974553,-1000.0,0.0,2026-04-11|260.0|call,gamma,-4573.55028347818,-24.610361324708947,1300374.5242694821,-15650.671508679166,1304972.684914285,898.055553351834,898.0,-24355.29206419836,-24400.0,5200.0,-44.707935801641725,-0.09239293608857224,1187671.7119408133,-77108.67277652584,1908.0,1806.0,1806.0,0.0,0.0,0.0,-34888.70968785824,1303903.245878548,-5733239.350211853,-812.2088927587816,-5734051.559104612
2026-03-09,delta_gamma,high,3,False,False,False,True,True,True,executed,259.8800048828125,2026-03-27|275.0|call,2026-03-27,18,1.373302214325598,0.17567185562742857,0.017353981382687993,14.911448601104611,-40.36639869881985,-1000.0,0.0,2026-04-01|260.0|call,gamma,5374.148803246819,55.17748499109416,1300406.9545835825,-258946.83113080403,1305836.2808718204,722.9990645614035,723.0,-20162.80822162311,-20200.0,4200.0,-37.191778376894945,0.0022453118938301486,387046.2739526101,-38915.302141725086,1898.0,1621.0,1621.0,0.0,0.0,0.0,-248932.32056874997,842563.6999390626,-4891487.859165549,-697.4252206654581,-4892185.284386215
2026-03-10,delta_gamma,medium,3,False,False,False,True,True,True,executed,260.8299865722656,2026-03-27|275.0|call,2026-03-27,17,1.3387332677770942,0.17881431407962808,0.018432963946696645,14.708128793878249,-41.15686343925011,-1000.0,0.0,2026-04-13|260.0|call,gamma,1317.0412710434684,-44.40662315663667,363838.3642143018,30586.290449002758,365199.8121085019,926.0348935671177,926.0,-32733.83033930271,-32700.0,-12500.0,33.830339302709035,-0.06945654738501617,1448361.4626104562,-179715.57348828716,1723.0,1649.0,1649.0,0.0,0.0,0.0,300473.9464360196,-2959900.8857173007,-7852086.1701035155,-1120.1686510385764,-7853206.338754554
2026-03-11,delta_gamma,medium,3,False,False,False,True,True,True,executed,260.80999755859375,2026-03-27|275.0|call,2026-03-27,16,1.1245746617473031,0.16295373107355826,0.018431690314508774,13.444592697485493,-38.791364676677944,-1000.0,0.0,2026-04-18|260.0|call,gamma,1612.484477161648,82.79229934766795,1531359.332825927,-363647.4148029699,1533054.6096024364,952.9805431134668,953.0,-35878.80942744175,-35900.0,-3200.0,-21.190572558254644,0.03763175540757402,1830364.4518418019,-220436.96302856458,1926.0,1879.0,1879.0,0.0,0.0,0.0,81807.5798666341,-752784.4123208659,-8605990.75107542,-1229.427217584932,-8607220.178293005
2026-03-12,delta_gamma,high,3,False,False,False,True,True,True,executed,255.75999450683594,2026-03-27|275.0|call,2026-03-27,15,0.722903340704729,0.10727649520438451,0.012859588080106723,9.574490055741347,-33.08941546819405,-1000.0,0.0,2026-04-01|255.0|call,gamma,-3101.764813133639,401.44017585676374,2118875.7986657415,-1183266.6534731658,2122379.003654732,527.9638871299792,528.0,-17878.420321991158,-17900.0,18000.0,-21.579678008842166,0.08795992380896678,296322.9598979752,-16523.437684074976,1953.0,1481.0,1481.0,0.0,0.0,0.0,-328536.6357447049,4275143.265378342,-4332076.912914663,-619.7276727652845,-4332696.640587428
2026-03-13,delta_gamma,high,3,False,False,False,True,True,True,executed,250.1199951171875,2026-03-27|275.0|call,2026-03-27,14,0.246630199788628,0.04501380443558608,0.006971857844798857,4.644134322635983,-17.146456792534323,-1000.0,0.0,2026-04-19|250.0|call,gamma,-1301.8338556194176,615.4760356775672,699153.496821153,-1483149.7160527944,701070.80671245,380.9851291386487,381.0,-15831.260788223897,-15800.0,2100.0,31.260788223899,0.027213012645802337,741018.5278591488,-51642.227905292995,1528.0,909.0,909.0,0.0,0.0,0.0,121291.1996857081,646543.1894318019,-3686153.4511556257,-527.0321670759249,-3686680.483322702
2026-03-16,delta_gamma,medium,3,False,False,False,True,True,True,executed,252.82000732421875,2026-03-27|275.0|call,2026-03-27,11,0.09139609642897284,0.023580820509967258,0.005308066076766731,2.442221449121573,-9.859718626705575,-1000.0,0.0,2026-04-11|250.0|call,gamma,4372.451989092002,280.5519938087846,897015.746086678,-625515.3168764613,901668.7500695788,217.97005046795186,218.0,-10647.439081212273,-10600.0,5200.0,47.43908121227287,0.07293391671851168,325053.5278851613,-50837.73318618955,1381.0,599.0,599.0,0.0,0.0,0.0,-170552.63435833552,1144111.403727602,-2542569.0795951,-363.7286341442854,-2542932.8082292443
2026-03-17,delta_gamma,medium,3,False,False,False,True,True,True,executed,254.22999572753906,2026-03-27|275.0|call,2026-03-27,10,0.06971327498514768,0.02013265731446664,0.005102761217690268,2.0488711853301593,-8.635051242022406,-1000.0,0.0,2026-04-15|250.0|call,gamma,1275.5481395185707,37.23199196798623,338950.3221892094,-130166.82477196201,340263.10232069594,218.00443315998245,218.0,-11745.096295456835,-11700.0,-1100.0,45.09629545683492,-0.010376558174755246,384002.94905799394,-70842.47039913479,1218.0,436.0,436.0,0.0,0.0,0.0,10758.829369790328,-268894.16593050264,-2811826.974159747,-402.2474720427473,-2812229.2216317896
2026-03-18,delta_gamma,high,3,False,False,False,True,True,True,executed,249.94000244140625,2026-03-27|275.0|call,2026-03-27,9,0.031914502697712344,0.009558279060007554,0.00255581755281636,1.0055349527727155,-5.281058054017939,-1000.0,0.0,2026-04-11|250.0|call,gamma,-1189.9365324588107,244.22545883229677,499974.5321390462,-536735.195482536,501408.6941303373,102.9968391365154,103.0,-4439.6701376751535,-4400.0,7300.0,39.670137675153455,0.007843532329474101,162238.5267593325,-11572.095929051284,1218.0,321.0,321.0,0.0,0.0,0.0,-88433.1352919883,1736128.8825302774,-1076100.3391015122,-154.15563933607308,-1076254.4947408482
2026-03-19,delta_gamma,medium,3,False,False,False,True,True,True,executed,248.9600067138672,2026-03-27|275.0|call,2026-03-27,8,0.009311518686188847,0.003411531563460071,0.0011372623836123255,0.37856456919577025,-2.1421932804725783,-1000.0,0.0,2026-04-18|250.0|call,gamma,380.68124421147786,159.89943658383294,218856.89901984055,-312640.5394570882,219397.47970063586,49.03865470575672,49.0,-2129.740756551763,-2100.0,2300.0,29.740756551762843,-0.08964467534947573,101601.780476438,-8118.45712069454,1103.0,152.0,152.0,0.0,0.0,0.0,-26290.33834268843,546317.6770992061,-529936.8176416421,-75.95761028797483,-530012.77525193
2026-03-20,delta_gamma,high,3,False,False,False,True,True,True,executed,247.99000549316406,2026-03-27|275.0|call,2026-03-27,7,0.009778286547515891,0.003451116116755472,0.001107596668026539,0.35641065290331925,-2.5615242791320347,-1000.0,0.0,2026-04-23|245.0|call,gamma,-66.71231340745999,-6.655178585497666,100860.16145821955,8458.936088921531,100933.52895021251,58.027758900218295,58.0,-3067.4931385775344,-3100.0,-1000.0,-32.50686142246559,-0.052984409483627815,135069.02241681956,-14773.070453652763,1049.0,107.0,107.0,0.0,0.0,0.0,24820.76466813078,-223169.24082503328,-753182.0160769633,-108.13541893459303,-753290.1514958979
2026-03-23,delta_gamma,high,3,False,False,False,True,True,True,executed,251.49000549316406,2026-03-27|275.0|call,2026-03-27,4,0.0012806600890135633,0.0006867517499929089,0.00034205748846747664,0.06273350908459793,-0.7626745384903215,-1000.0,0.0,2026-04-28|250.0|call,gamma,659.027302946276,75.69854559574495,149378.52631802578,-192834.3255431425,150113.2521665678,17.99051288253844,18.0,-938.510895506036,-900.0,2200.0,38.510895506036036,0.01803806035372446,49776.44458884877,-5602.007674484703,1058.0,76.0,76.0,0.0,0.0,0.0,-50859.907256476785,502418.1048284841,-250872.0466674138,-35.9583265750673,-250908.00499398884
2026-03-24,delta_gamma,high,3,False,False,False,True,True,True,executed,251.63999938964844,2026-03-27|275.0|call,2026-03-27,3,0.0002698659624288183,0.00017665067910832525,0.0001086120627905166,0.01539481107635769,-0.2564266811937322,-1000.0,0.0,2026-04-19|250.0|call,gamma,93.1736218878832,22.777472838733246,53716.67412520954,-59611.38741541811,53832.625219936155,4.9930598268878095,5.0,-263.5682568253463,-300.0,600.0,-36.43174317465372,0.0150966850783405,11686.949032723853,-1444.0061060460866,1018.0,23.0,23.0,0.0,0.0,0.0,-13129.436349858915,137854.56328393015,-113053.44171005869,-16.240216113193366,-113069.68192617188
2026-03-25,delta_gamma,high,3,False,False,False,True,True,True,executed,252.6199951171875,2026-03-27|275.0|call,2026-03-27,2,3.7737906910616627e-06,3.862682670026665e-06,3.7845361694186106e-06,0.00033790065440304377,-0.007903044322609243,-1000.0,0.0,2026-04-24|250.0|call,gamma,-6.47336768170743,11.22453482116908,12827.220626737195,-25183.195883669785,12844.91852924007,0.17871785204221716,0.0,0.3862682670026665,0.0,300.0,-0.3862682670026665,-0.3784536169418611,-33.790065440304375,790.3044322609243,1005.0,5.0,5.0,0.0,0.0,0.0,-4169.047289609651,71616.9512455466,-41452.730680625275,-5.954717473014878,-41458.68539809829
2026-03-26,delta_gamma,high,3,False,False,False,True,True,False,solver_returned_no_trade,252.88999938964844,2026-03-27|275.0|call,2026-03-27,1,2.1234352831403915e-09,3.5578755501669155e-09,5.795762588540907e-09,2.8030511654753614e-07,-1.4148294128090011e-05,-1000.0,0.0,2026-04-26|255.0|call,gamma,-0.00035578755501669156,-0.0005795762588540907,-0.028030511654753613,1.414829412809001,0.028965875468624395,0.00029490524384246454,0.0,0.00035578755501669156,0.0,0.0,-0.00035578755501669156,-0.0005795762588540907,-0.028030511654753613,1.414829412809001,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41458.68539809829,-5.955572872878802,-41464.64097097117
2026-03-27,delta_gamma,high,4,True,True,True,True,True,True,executed,248.8000030517578,2026-04-26|250.0|call,2026-04-26,30,8.573546560393652,0.5074687983098753,0.017976227375525688,28.43909262244609,-57.409025346449546,-1000.0,-1000.0,2026-04-27|250.0|call,gamma,-50746.879830987535,-1797.6227375525689,-2843909.262244609,5740902.534644955,2896453.7648131493,1016.9730169638758,1017.0,-947.7166238248683,-900.0,-900.0,47.71662382486829,0.047695778015622636,95989.10301421816,-10437.917849867605,1000.0,1017.0,1017.0,-857354.6560393652,0.0,0.0,888148.9723071824,-193125.68647876487,-234590.32744973604,-33.57806894882876,-234623.90551868486
2026-03-30,delta_gamma,high,4,False,False,False,True,True,True,executed,246.6300048828125,2026-04-26|250.0|call,2026-04-26,27,6.932986638602301,0.46264012667641957,0.01928231291674535,26.634121519709513,-58.55088622168355,-1000.0,0.0,2026-04-20|245.0|call,gamma,58.23596317713964,-2.6027142228085722,96019.29947863193,-3256.741851352155,96080.13815603188,884.0147928850946,884.0,-3242.1276170248675,-3200.0,-2300.0,42.127617024867504,-0.03226654594800493,-601517.3205828727,27814.40304510668,2017.0,1901.0,1901.0,0.0,0.0,0.0,8364.029107598937,-558884.9821228698,-793508.8876415547,-113.29543718592319,-793622.1830787406
2026-03-31,delta_gamma,high,4,False,False,False,True,True,True,executed,253.7899932861328,2026-04-26|250.0|call,2026-04-26,26,9.170503091043003,0.6135223344683206,0.02229795086630164,25.907374749767342,-50.548043991519016,-1000.0,0.0,2026-04-19|255.0|call,gamma,1062.5011298292811,-340.0768235960902,-896082.4680555293,646276.078381028,897485.0460089546,815.0081139896139,815.0,21458.543137641012,21500.0,24700.0,41.456862358987564,-0.022199207423454936,-709201.7010390146,208418.10668900795,1884.0,1699.0,1699.0,0.0,0.0,0.0,-584364.505530175,5684248.328637306,4890626.145558565,698.6608594287453,4891324.806417993
2026-04-01,delta_gamma,medium,4,False,False,False,True,True,True,executed,255.6300048828125,2026-04-26|250.0|call,2026-04-26,25,10.035934838015038,0.6590061926409244,0.022225944443573405,24.526115206809003,-49.010673402930394,-1000.0,0.0,2026-05-11|255.0|call,gamma,-388.5978196278593,109.28576868633672,-616688.3913363267,21811.179686375894,617186.2749246409,1169.9786155673837,1170.0,2184.149355533933,2200.0,-19300.0,15.850644466067024,0.0406237520041941,1470160.6837421348,22606.796046343632,1815.0,1985.0,1985.0,0.0,0.0,0.0,567164.0663740986,-4366495.027864182,524829.7785538109,75.07981594035007,524904.8583697513
2026-04-02,delta_gamma,medium,4,False,False,False,True,True,True,executed,255.9199981689453,2026-04-26|250.0|call,2026-04-26,24,9.932971050879843,0.6714710877267718,0.022958543864042717,23.708788250750946,-48.21226404918072,-1000.0,0.0,2026-04-30|260.0|call,gamma,-546.1888990080333,11.573725588059915,1500126.46957555,4144.862973424606,1500684.232200146,992.0294609987958,992.0,24227.790060631938,24200.0,22000.0,-27.790060631938104,-0.06818160747479851,393359.4400959816,180979.6641559936,2170.0,2162.0,2162.0,0.0,0.0,0.0,-520319.89155484946,5109920.068161948,5634824.926531699,806.5402438137619,5635631.466775512
2026-04-06,delta_gamma,medium,4,False,False,False,True,True,True,executed,258.8599853515625,2026-04-26|250.0|call,2026-04-26,20,11.562615140043079,0.7484564193669225,0.021619155898376683,19.304769529691416,-48.47244068683415,-1000.0,0.0,2026-05-02|260.0|call,gamma,-1333.1877059768449,306.6728245327513,695511.787989503,-350524.04040970374,697151.6485200126,905.0017155808727,905.0,29662.206442596813,29700.0,5500.0,37.79355740318715,-0.0040982696168612165,563019.2114395604,273707.74983177707,1992.0,1897.0,1897.0,0.0,0.0,0.0,-27053.804689887445,1396676.1147437063,7032307.581519218,1011.0337186747649,7033318.615237893
2026-04-07,delta_gamma,high,4,False,False,False,True,True,True,executed,253.5,2026-04-26|250.0|call,2026-04-26,19,8.053466350318132,0.6152591084875855,0.025635081651508487,22.095477476182314,-59.25183094884001,-1000.0,0.0,2026-05-02|250.0|call,gamma,2472.591650347589,-562.0991116299183,74153.42746568657,1346853.6492202785,77188.11822766408,1142.9884191902286,1143.0,-7807.197635452103,-7800.0,-37500.0,7.197635452102986,0.025973579355195398,705622.9425787022,-83229.60442549083,1905.0,2048.0,2048.0,0.0,0.0,0.0,631807.3378004946,-8874442.662199505,-1841124.046961612,-264.11362886208553,-1841388.1605904743
2026-04-08,delta_gamma,medium,4,False,False,False,True,True,True,executed,258.8999938964844,2026-04-26|250.0|call,2026-04-26,18,10.772644571420017,0.7881782089655975,0.023801516060766942,16.640905939869246,-41.623866380436816,-1000.0,0.0,2026-04-28|260.0|call,gamma,277.3343389770889,139.7689221840028,691479.6880342925,-286975.5229095672,691896.7912954537,758.9984033015683,759.0,41701.34626175195,41700.0,49500.0,-1.3462617519471678,0.00500710452115527,169797.65515944408,366960.15273284586,2143.0,1902.0,1902.0,0.0,0.0,0.0,-947357.5509759148,11868192.146900062,10026803.986309588,1432.400531527142,10028236.386841115
2026-04-09,delta_gamma,medium,4,False,False,False,True,True,True,executed,260.489990234375,2026-04-26|250.0|call,2026-04-26,17,11.737810578185446,0.8473458800966395,0.021365353837908104,13.246863512216349,-34.29404528443798,-1000.0,0.0,2026-05-15|260.0|call,gamma,-2043.4930971899812,474.3368168117463,465288.7080636041,-223686.9727339563,467806.5379776058,861.9689337608554,862.0,37848.83511824559,37800.0,-3900.0,-48.83511824558809,0.07700291341598131,1469942.8157414377,305169.74213403044,1759.0,1621.0,1621.0,0.0,0.0,0.0,220963.44233289623,-794947.5195811663,9233288.867259948,1314.644484193366,9234603.511744142
2026-04-10,delta_gamma,medium,4,False,False,False,True,True,True,executed,260.4800109863281,2026-04-26|250.0|call,2026-04-26,16,11.601954170865213,0.8569480492893202,0.021382323540077224,12.303621239574525,-33.63777827172482,-1000.0,0.0,2026-05-12|260.0|call,gamma,-1027.2868410881856,59.030336008893755,1525280.1497302114,237621.24973108666,1526366.4669073084,801.007933456715,801.0,42206.02839215189,42200.0,4400.0,-6.028392151893058,-0.021177785036343266,1218715.6588471013,342725.98225887027,1862.0,1663.0,1663.0,0.0,0.0,0.0,-66521.62745758094,1079590.4208822628,10314193.932626404,1470.5911956766945,10315664.52382208
